body,title,url
No sabía si iba a sobrevivir . dijo la cantante Pink al revelar los momentos más difíciles de contagiarse de coronavirus. al igual que su hijo de tres años de edad.  En una entrevista a distancia con Ellen DeGeneres. la intérprete de  So What   aseguró qu,TITL DEMO,https://www.viveusa.mx/showbiz/pink-revela-sus-momentos-mas-dificiles-al-contagiarse-de-coronavirus
 El presidente Andrés Manuel López Obrador informó que. luego de la intervención del presidente de Estados Unidos. Donald Trump. México acordó con la OPEP reducir en 100 mil barriles diarios su producción de petróleo con el objeto de ayudar mejorar el pre,México acuerda con OPEP reducir en 100 mil barriles diarios su producción petrolera,https://www.eluniversal.com.mx/nacion/amlo-mexico-acuerda-con-opep-reducir-en-100-mil-barriles-de-petroleo
 La Secretaría de Salud confirmó tres nuevos fallecimientos por Coronavirus (Covid-19) en Sonora. en personas con edades que oscilan entre los 66 a los 88 años. residentes de los municipios de Huatabampo. Cajeme y Hermosillo. así como siete nuevos casos d,Fallecen tres personas más por coronavirus en Sonora; suman 8,https://www.eluniversal.com.mx/estados/fallecen-tres-personas-mas-por-coronavirus-en-sonora-suman-8
 Como había anunciado ayer. Andrés Manuel López Obrador informó que ya envió a Carlos Salazar Lomelín. presidente del Consejo Coordinador Empresarial (CCE). la carta con la lista de las 15 empresas que deben a la hacienda pública 50 mil millones de pesos.,AMLO dice que envió listado al CCE de los 15 grandes deudores de la hacienda pública,https://www.eluniversal.com.mx/nacion/la-mananera-amlo-envio-listado-al-cce-de-los-15-deudores-de-la-hacienda-publica
 Ana Claudia Talancón anda activa promoviendo a su papá. un chef en Cancún. ahora que la contingencia sanitaria pide no hacer grandes concentraciones de personas. Ella misma señala tener buen sazón gracias a su padre. quien desde pequeña le enseñó a cocin,Ana Claudia Talancón promueve el sazón de su papá ,https://www.eluniversal.com.mx/espectaculos/farandula/ana-claudia-talancon-promueve-el-sazon-de-su-papa
 Luego de más de diez horas de una teleconferencia de los ministros de energía de países productores de petróleo. México. que había sido el único país que no aceptó el recorte de producción acordado por la Organización de Países Exportadores de Petróleo (,México propone recortar 100 mil barriles diarios; OPEP pedía 400 mil,https://www.eluniversal.com.mx/cartera/mexico-unico-pais-que-no-acepta-reduccion-de-opep-en-produccion-de-petroleo
 La noche de este jueves se lleva a cabo en Huajuapan de León. ciudad de la región Mixteca de Oaxaca. la audiencia de vinculación a proceso de Juan Antonio Vera Carrizal. exdiputado priista acusado de ser el autor intelectual del ataque con ácido contra l,"Ante audiencia de su agresor, joven saxofonista pide  privilegiar la justicia ",https://www.eluniversal.com.mx/estados/ante-audiencia-de-su-agresor-joven-saxofonista-pide-privilegiar-la-justicia
Javier citó a Mauricio sobre el Paseo de los Compositores en la Primera Sección del Bosque de Chapultepec. para pagarle 5 mil pesos. pero fueron sorprendidos por sujetos en motocicleta. quienes mataron al primero. en la alcaldía de Miguel Hidalgo de la Ci,Titulo Vacio,https://www.elgrafico.mx/la-roja/hombre-se-pone-nervioso-en-supuesto-asalto-y-lo-matan-de-balazo-en-el-pecho-en-cdmx
 Autoridades de Protección Civil del municipio de Soledad continúan vigilando balnearios y lugares recreativos que se encuentran dentro de la demarcación. con el fin de asegurar que se mantengan sin servicio y cumplir con las disposiciones preventivas est,Protección Civil en Soledad vigila que balnearios permanezcan cerrados ante contingencia sanitaria,https://sanluis.eluniversal.com.mx/municipios/07-04-2020/proteccion-civil-en-soledad-vigila-que-balnearios-permanezcan-cerrados-ante
 Aún con la contingencia. el barrio de Santa Ana amaneció adornado como tradicionalmente se hace para recibir la Semana Santa. En Viernes de Dolores algunos balcones lucen el tradicional moño morado. En el interior de la iglesia de Santa Ana. que se encue,Mantienen la fe en la Virgen de los Dolores,https://www.eluniversalqueretaro.mx/portada/mantienen-la-fe-en-la-virgen-de-los-dolores
 Siempre fue un tema recurrente en nuestras 42 entrevistas. Así que estuvo en la que probablemente sea la última que ha dado cara a cara. Fue en su semana final de campaña y a unos días de la elección en que arrasó el 1º de julio de 2018. Me trepé a su ca,La pobreza según Andrés Manuel,https://www.eluniversal.com.mx/opinion/ricardo-rocha/la-pobreza-segun-andres-manuel
 En momentos en que el Consejo Coordinador Empresarial (CCE) busca concretar un acuerdo nacional que permita enfrentar la crisis que genera la emergencia sanitaria por el Covid-19. el organismo empresarial acusó de la existencia de un video atribuido a Mo,CCE pide diálogo abierto y respeto a posturas ante crisis económicas ,https://www.eluniversal.com.mx/cartera/cce-pide-dialogo-abierto-y-respeto-posturas-ante-crisis-economicas
 googletag.cmd.push(function() { googletag.display( dfp-ad-top3_content ); }); Ante la pandemia de coronavirus. el programa Jóvenes Construyendo el Futuro (JCF) compartió información a través de redes sociales sobre la Jornada Nacional de Sana Distancia. ,Coronavirus: ¿Qué va a pasar con Jóvenes Construyendo el Futuro?,http://www.unionguanajuato.mx/articulo/2020/03/19/educacion/coronavirus-que-va-pasar-con-jovenes-construyendo-el-futuro
 Es momento de que como sociedad mexicana caigamos en cuenta de que. frente al atroz reto que implica la llegada de la pandemia a México. no contamos con el presidente Andrés Manuel López Obrador. La posición del gobierno federal es que cada quien se rasq,No contamos con el presidente,https://www.eluniversal.com.mx/opinion/carlos-loret-de-mola/no-contamos-con-el-presidente
 La Secretaría de Salud informó que aunque el uso de plasma convaleciente se ha usado como tratamiento experimental contra Covid-19. aún no está demostrada su efectividad o si los pacientes podrían desarrollar algún tipo de reacción negativa.  En conferen,"Uso de plasma de personas curadas de Covid-19, aún en análisis: experto",https://www.eluniversal.com.mx/nacion/uso-de-plasma-de-personas-curadas-de-covid-19-aun-en-analisis-experto
 0 % PULSO SOCIAL0 Aunque aún existen personas que señalan que en México no se hace cine de calidad . en realidad no hay afirmación más equivocada. El trabajo de calidad no siempre está relacionado con un éxito taquillero. De hecho nuestro país contó con ,Titulo Vacio,https://de10.com.mx/top-10/2018/01/11/las-10-mejores-peliculas-de-la-epoca-del-cine-de-oro-mexicano
 NUEVA YORK.- El estado de Nueva York registró un aumento récord en las muertes a causa del nuevo coronavirus por tercer día consecutivo. incluso cuando el flujo de pacientes en los hospitales disminuyó. mientras que los residentes. hartos del aislamiento,Nueva York reporta aumento récord de muertes por Covid-19,https://www.eluniversal.com.mx/mundo/coronavirus-nueva-york-reporta-aumento-record-de-muertes-por-covid-19
 Las personas que padecen asma son uno de los tipos de población vulnerable ante el coronavirus que se propaga por el mundo. al igual que quienes tienen enfermedades pulmonares. del corazón. diabetes y otros padecimientos.  Si tienes asma. la Fundación Am,Titulo Vacio,https://www.viveusa.mx/bienestar/tips-que-debes-seguir-ante-el-coronavirus-si-tienes-asma
 Ginebra.- Un levantamiento demasiado rápido de las restricciones de confinamiento impuestas contra la pandemia de Covid-19 podría conducir a un rebrote mortal del nuevo coronaviurs. advirtió la Organización Mundial de la Salud (OMS) este viernes. Como to,OMS teme  un rebrote mortal  de Covid-19 si se levanta confinamiento demasiado rápido,https://www.eluniversal.com.mx/mundo/oms-teme-un-rebrote-mortal-del-coronavirus-si-se-levanta-confinamiento-demasiado-rapido
 El bailarín. fotógrafo y gestor de danza. Daniel Lugo. quien colabora en la Coordinación Nacional de Danza del INBAL. ha documentado en sus redes sociales todo el proceso que ha vivido desde su llegada a México. el pasado 15 de marzo proveniente de Franc,Bailarín mexicano cuenta su experiencia con Covid-19,https://www.eluniversal.com.mx/cultura/artes-escenicas/coronavirus-bailarin-mexicano-cuenta-su-experiencia-con-covid-19
 La noche del sábado pasado. varios letreros iluminaron las fachadas de inmuebles ubicados en la capital de San Luis Potosí. Fue de esta manera como Abraham González. artista visual conocido como Sr. Crisis. invitó a la ciudadanía a quedarse en casa. Empl,"Con mapping, artista visual llama a habitantes de capital de SLP a quedarse en casa",https://sanluis.eluniversal.com.mx/metropoli/07-04-2020/con-mapping-artista-visual-llama-habitantes-de-capital-de-slp-quedarse-en-casa
 El Lincoln Center de Nueva York. uno de los espacios turísticos más importantes de Estados Unidos. se encuentra cerrado debido a la pandemia por coronavirus. pero eso no significa que no se pueda disfrutar a la distancia y completamente gratis.  Ante la ,Titulo Vacio,https://www.viveusa.mx/destinos/disfruta-conciertos-y-actividades-del-lincoln-center-desde-casa
 0 % PULSO SOCIAL0 Es común que los  niños estrella  de Hollywood. tengan un bache en sus carreras cuando pasan a la etapa adulta. Este es el caso de Haley Joel Osment. a quien vimos como Cole Sear en la película Sexto Sentido. al lado de Bruce Willis. Lu,Titulo Vacio,https://de10.com.mx/top-10/el-antes-y-despues-de-haley-joel-osment-el-nino-de-sexto-sentido
 La modelo y corista Mollie Gould no ha parado de compartir sesiones de fotos durante la cuarentena. El fin de semana lució uno de sus atuendos más arriesgados.  La novia de Luis Miguel presumió su figura ataviada con un conjunto blanco. compuesto por min,Titulo Vacio,https://www.viveusa.mx/showbiz/la-novia-de-luis-miguel-posa-con-su-atuendo-mas-arriesgado
 Texto: Carlos Villasana y Ruth Gómez A lo largo de los años. la representación femenina en la publicidad ha seguido normas sociales y de género; en Mochilazo en el Tiempo rastreamos algunos anuncios publicitarios en medios impresos de la primera mitad de,¿Por qué la mujer era objeto publicitario hace décadas?,https://eluniversal.com.mx/opinion/mochilazo-en-el-tiempo/por-que-la-mujer-era-objeto-publicitario-hace-decadas
 Santiago Giménez reconoció que. a pesar de que se dispute en una consola de PlayStation. buscará poner el nombre del Cruz Azul en lo más alto en la eLiga MX. El delantero del Cruz Azul fue directo al decir que no le gusta  perder ni en las canicas  y que,Santiago Giménez promete 36 goles de Cruz Azul en la eLiga MX,https://www.eluniversal.com.mx/universal-deportes/futbol/eliga-mx-santiago-gimenez-promete-36-goles-de-cruz-azul
 ¿Volveremos a relacionarnos como antes de la pandemia? Rodolfo Llinás. uno de los científicos del cerebro humano más reputados en el mundo. no duda: pasada la crisis retornarán los besos y abrazos. y el confinamiento de meses no alterará el funcionamient,Titulo Vacio,https://www.viveusa.mx/noticias/volveran-los-besos-y-abrazos-despues-de-la-pandemia-por-covid-19
 La Subsecretaría de Control Penitenciario del Estado de México informó que en las últimas 72 horas personal médico detectó 15 casos de hepatitis entre las Personas Privadas de su Libertad (PPL) en los centros penitenciarios de Tlalnepantla y Ecatepec.  E,Reportan 15 casos de hepatitis en centros penitenciarios de Edomex,https://www.eluniversal.com.mx/metropoli/edomex/reportan-15-casos-de-hepatitis-en-centros-penitenciarios-de-edomex
 Ya antes de la crisis sanitaria por el coronavirus. la percepción sobre la democracia en el mundo venía en franca caída. El fracaso en el objetivo de lograr sociedades más justas y equitativas. con menos pobreza y menos discriminación había logrado que e,"Coronavirus, hacia una nueva reconfiguración política (II) ",https://www.eluniversal.com.mx/opinion/solange-marquez/coronavirus-hacia-una-nueva-reconfiguracion-politica-ii
 Es cierto: el maquillaje es una de nuestros grandes aliados para sentirnos más guapas. Por un lado. es ideal para disimular los detalles que no nos gustan. como ojeras o pequeñas imperfecciones. Además. nos ayuda a potencializar nuestros rasgos más hermo,5 beneficios de no maquillarte durante la cuarentena,https://www.eluniversal.com.mx/de-ultima/covid-19-beneficios-de-no-maquillarte-durante-la-cuarentena
Él no esperaba que el hombre al que le intentaría robarle su moto era policía. Por eso. el agente al ver que el asaltante se subió a su vehículo. sacó su arma para dispararle y lo mató. Minutos después de las 9:00 de la noche del martes. el presunto delin,Titulo Vacio,https://www.elgrafico.mx/la-roja/policia-engana-asaltante-y-le-da-su-auto-pero-lo-mata-de-un-balazo-en-la-cdmx
 googletag.cmd.push(function() { googletag.display( dfp-ad-top3_content ); }); De acuerdo con el último corte informativo de la Secretaría de Salud federal. con fecha del 9 de abril. en México hay 194 muertos y 3.441 casos confirmados de coronavirus Covid,Casos de coronavirus en Mexico por estado | Estadísticas Covid-19,http://www.unionguanajuato.mx/articulo/2020/03/18/cultura/casos-de-coronavirus-en-mexico-por-estado-estadisticas-covid-19
 Los clubes de futbol de todo el mundo se han visto obligados a reducir sus gastos debido a la pandemia por el Coronavirus que obligó a las ligas a detener sus acciones. Los directivos han advertido que lo que ha llevado a que la situación financiera de l,"Por coronavirus, Neymar perderá 1.4 millones mensuales",https://www.eluniversal.com.mx/universal-deportes/futbol/por-coronavirus-neymar-perdera-14-millones-mensuales
 googletag.cmd.push(function() { googletag.display( dfp-ad-top3_content ); }); La telenovela Como tú no hay 2. que protagoniza Adrián Uribe. bajó considerablemente su rating. Estrenó con más de 4 millones de espectadores y ahora oscila los 2 millones 900 ,Como tú no hay 2 baja rating en Televisa,http://www.unionyucatan.mx/articulo/2020/04/02/espectaculos/como-tu-no-hay-2-baja-rating-en-televisa
 Los Ángeles.- Un hombre de 26 años fue arrestado esta semana en California. Estados Unidos. por haber golpeado a su madre. quien le había escondido el papel higiénico. Según trascendió. la mujer habría ocultado el producto de higiene. porque su hijo. ide,Hombre golpea a su madre por esconder el papel higiénico en la cuarentena ,https://www.eluniversal.com.mx/mundo/hombre-golpea-su-madre-por-esconder-el-papel-higienico-en-la-cuarentena
 Durante la contigencia por el Covid-19 es posible aprovechar los recursos tecnológicos para aprender y tener acceso a contenidos en diversas áreas. tal es el caso del proyecto Pausa Activa. una plataforma que fue desarrollada por la Secretaría de Extensi,Una forma de activar la mente desde casa ,https://www.eluniversalqueretaro.mx/portada/una-forma-de-activar-la-mente-desde-casa
 Thalía les dio una grata sorpresa a sus fans en Instagram. al compartir un video en el que aparece caracterizada como la famosa actriz María Félix. La cantanre de 48 años mostró su gran parecido con La Doña . quien nació y murió en el mes de abril. de 19,Thalía sorprende con caracterización de María Félix,https://www.eluniversal.com.mx/espectaculos/farandula/thalia-sorprende-con-caracterizacion-de-maria-felix
 En apoyo a aquellas personas que tienen objetos en Casas de Empeño. estas instituciones ofrecieron prórrogas en los pagos. con exención de intereses moratorios hasta por 30 días. entre otros beneficios. dijo la Procuraduría Federal del Consumidor (Profec,Casas de empeño darán prórrogas por coronavirus: Profeco,https://www.eluniversal.com.mx/cartera/casas-de-empeno-daran-prorrogas-por-coronavirus-profeco
 Al aproximarse la Fase 3 por Covid-19 en el país. se estima que hay 28 mil 216 mexicanos contagiados con el virus. de acuerdo con el modelo Centinela y tras multiplicar por 8.2 los 3 mil 441 casos confirmados con prueba reactiva.  En conferencia de prens,"Estiman más de 28 mil casos de coronavirus en México, según modelo Centinela",https://www.eluniversal.com.mx/nacion/estiman-mas-de-28-mil-casos-de-coronavirus-en-mexico-segun-modelo-centinela
 Kinshasa.- Un nuevo caso de ébola fue registrado el viernes en Beni. en la parte oriental de la República Democrática del Congo. según Kinshasa y la Organización Mundial de la Salud (OMS). tres días antes de la proclamación oficial del fin de la epidemia,"Nuevo caso de ébola en República Democrática del Congo, a tres días del fin oficial de la epidemia",https://www.eluniversal.com.mx/mundo/nuevo-caso-de-ebola-en-republica-democratica-del-congo
 La reguladora y conductor involucrados en el choque en la estación Tacubaya de la Línea 1 del Metro fueron detenidos por agentes de la Policía de Investigación (PDI). la noche del jueves. Fuentes de la Fiscalía capitalina confirmaron la detención de ambo,Detienen a reguladora y conductor involucrados en choque en Metro Tacubaya,https://www.eluniversal.com.mx/metropoli/cdmx/detienen-reguladora-y-conductor-involucrados-en-choque-en-metro-tacubaya
 Vivimos momentos difíciles en los que la información verídica y comprobable toma un valor prioritario en nuestra vida. En EL UNIVERSAL te agradecemos la confianza que has depositado en nosotros. En marzo logramos más de 50 millones de lectores únicos en ,EL UNIVERSAL agradece tu confianza,https://www.eluniversal.com.mx/nacion/el-universal-agradece-tu-confianza
 Argumentando un fuerte dolor abdominal. el aún priista Juan Vera Carrizal. detenido por su probable responsabilidad intelectual en el ataque con ácido contra la saxofonista mixteca María Elena Ríos Ortiz. solicitó atención médica. luego de entregarse a a,Ingresan a Vera Carrizal a clínica privada; María Elena pide estar atentos al proceso ,https://oaxaca.eluniversal.com.mx/estatal/08-04-2020/ingresan-vera-carrizal-clinica-privada-maria-elena-pide-estar-atentos-al-proceso
 ¿La violencia es una consecuencia natural de la prohibición de un bien o servicio? ¿Los mercados ilegales están condenados a exhibir elevados niveles de violencia debido a la ausencia de mecanismos formales para resolver disputas?   La respuesta corta es,"Prohibición, mercados ilegales y violencia",https://www.eluniversal.com.mx/opinion/alejandro-hope/prohibicion-mercados-ilegales-y-violencia
 La reunión ministerial de la alianza OPEP+ y otros productores de petróleo finalizó este viernes sin un acuerdo definitivo sobre el gran recorte de la producción de crudo que estaban negociando para estabilizar el mercado. después de que México se retira,OPEP aplaza gran recorte de petróleo a la espera de México,https://www.eluniversal.com.mx/cartera/opep-aplaza-gran-recorte-de-petroleo-la-espera-de-mexico
 El exceso de alimentos procesados que consumimos ha derivado en una epidemia de obesidad. entendida como una acumulación anormal o excesiva de grasa que puede ser perjudicial para la salud. No hay alimentos que por sí mismos sean mejores que otros. Pero ,Titulo Vacio,https://www.viveusa.mx/bienestar/los-10-alimentos-mas-saludables-segun-la-universidad-de-harvard
 0 % PULSO SOCIAL0 Luego de una semana sin turistas. debido al cierre para evitar la propagación de coronavirus. las playas de Acapulco lucen completamente distintas a lo que conocemos. Así lucen las playas de Acapulco sin gente. es buen momento para cuid,Titulo Vacio,https://de10.com.mx/vivir-bien/playas-de-acapulco-lucen-paradisiacas-y-limpias-sin-turistas-esta-semana-santa
 googletag.cmd.push(function() { googletag.display( dfp-ad-top3_content ); }); Debido a la contingencia del coronavirus Covid-19. la Feria Internacional de Caballo Texcoco 2020 se efectuará del 16 de julio al 9 de agosto. Hace unas horas. la cuenta de Fac,Feria del Caballo Texcoco 2020: Nuevas fechas cartel palenque ,http://www.unionedomex.mx/articulo/2020/04/02/recreo/feria-del-caballo-texcoco-2020-nuevo-fechas-cartel-palenque
 Texto: Carlos Villasana. Ruth Gómez y Cristina HernándezDiseño web: Miguel Ángel Garnica Hace casi 119 años abrió sus puertas un mercado en la calle Tepanecos que tenía una estructura arquitectónica hecha de metal y vidrio. al centro una pileta donde los,El primer mercado formal de Azcapotzalco,https://www.eluniversal.com.mx/opinion/mochilazo-en-el-tiempo/el-primer-mercado-formal-de-azcapotzalco
 1 China. Clases de baile virtuales Primeros confinados. primeros en buscar soluciones. los chinos mostraron antes que nadie lo que puede el mundo virtual en tiempos de acuartelamientos sanitarios. El coronavirus irrumpió en plenos preparativos de los fes,Cuarentena: 5 curiosas maneras de sobrellevarla en otros países,https://www.eluniversal.com.mx/destinos/cuarentena-5-curiosas-maneras-de-sobrellevarla-en-otros-paises
 googletag.cmd.push(function() { googletag.display( dfp-ad-top3_content ); }); Los habitantes de la CDMX pueden solicitar información sobre el coronavirus (Covid-19) vía mensaje de texto (SMS). Te explicamos paso a paso lo que debes hacer para hacer uso d,Coronavirus CDMX: Cómo funciona el servicio SMS covid19 al 51515,http://www.unioncdmx.mx/articulo/2020/03/19/salud/coronavirus-cdmx-como-funciona-el-servicio-sms-covid19-al-51515
 Para abordar la crisis del Covid-19. el Gobierno mexicano compró insumos médicos a China por un valor de 56.4 millones de dólares. incluyendo 11.5 millones de máscaras respiradoras KN95. anunció este jueves el secretario de Relaciones Exteriores (SRE). M,México compra insumos médicos a China por más de 56 millones de dólares,https://www.eluniversal.com.mx/nacion/se-han-comprado-5-mil-272-ventiladores-para-covid-19-ebrard
 Con casi 75 años en el mercado. Grupo Bimbo ha trabajado de manera comprometida e integral. para el bienestar de todos sus colaboradores y de su cadena de valor desde los proveedores hasta los consumidores. En este sentido hoy obedece a diversas necesida,Bimbo no aumentará el costo de sus productos por crisis de coronavirus,https://www.eluniversal.com.mx/cartera/bimbo-no-aumentara-el-costo-de-sus-productos-por-crisis-de-coronavirus
 0 % PULSO SOCIAL0 La epidemia del coronavirus (Covid-19) tomó por sorpresa al mundo entero. sobre todo por la rapidez de su propagación. la cual. no dio el tiempo suficiente a las autoridades sanitarias de actuar para evitar este contagio masivo. En mate,Titulo Vacio,https://de10.com.mx/vivir-bien/10-consejos-para-mantener-tus-finanzas-sanas-durante-la-cuarentena
 googletag.cmd.push(function() { googletag.display( dfp-ad-top3_content ); }); ¿Qué es la cuarentena? ¿Debe durar 40 días? ¿Cuándo empieza la cuarentena por coronavirus en México? Son algunas de las preguntas frecuentes que surgen en los mexicanos ante la,Coronavirus: Cuándo empieza y cuánto dura la cuarentena en México,http://www.unionguanajuato.mx/articulo/2020/03/19/cultura/coronavirus-cuando-empieza-y-cuanto-dura-la-cuarentena-en-mexico
Por si la pandemia del coronavirus Covid-19 no fuera suficiente en el mundo y justo cuando pensamos que nada podría salir peor. unos inquietantes y apocalípticos sonidos en el cielo. erizaron la piel de todo aquel que fue testigo de los hechos.  Momentos ,Titulo Vacio,https://www.elgrafico.mx/viral/trompetas-del-apocalipsis-la-nasa-explica-el-macabro-ruido-reportado-en-argentina
 googletag.cmd.push(function() { googletag.display( dfp-ad-top3_content ); }); Al ser el futbol el principal pasatiempo de México y un negocio millonario. no es raro que el narco se interese en el negocio y ya sea como aficionados. inversor o dueño de equ,La mano del narco en el futbol mexicano,http://www.unionjalisco.mx/articulo/2020/04/02/deportes/la-mano-del-narco-en-el-futbol-mexicano
 Me llega por correo electrónico un artículo interesante en el periódico The Art Newspaper de Ryah Pryor que se titula Boomerang en los robos de arte: el arte robado que encuentra su camino de regreso (Boomerang art thefts: the stolen art that finds its w,Cómo deshacerse del arte robado,https://www.eluniversal.com.mx/opinion/luis-c-lopez-morton-z/como-deshacerse-del-arte-robado
 Todas las plazas comerciales y cerca de 80% de los comercios permanecerán cerrados durante la jornada nacional de sana distancia que terminará el 30 de abril. informó Carlos Habacuc Ruiz Uvalle. presidente de la Cámara Nacional de Comercio. Servicios y T,Casi 80% de los comercios permanecen cerrados,https://www.eluniversalqueretaro.mx/portada/casi-80-de-los-comercios-permanecen-cerrados
 Los aficionados del Cruz Azul son capaces hasta de implicar a Hugo López Gatell. subsecretario de Salud. para que le den el título del Clausura 2020. Este jueves se hizo viral un comentario de un usuario. durante la conferencia del servidor público. en e,Aficionado pregunta a López-Gatell si Cruz Azul será campeón de Liga MX,https://www.eluniversal.com.mx/universal-deportes/futbol/liga-mx-aficionado-pregunta-lopez-gattel-si-cruz-azul-sera-campeon
 googletag.cmd.push(function() { googletag.display( dfp-ad-top3_content ); }); La cuarentena del coronavirus Covid-19 se extendió en México hasta el próximo 30 de abril.  El llamado de las autoridades para la Jornada Nacional de Santa Distancia es simple:,Visita museos virtuales en el mundo: Museo de Van Gogh | Covid-19,http://www.unionpuebla.mx/articulo/2020/04/01/cultura/visita-museos-virtuales-en-el-mundo-museo-de-van-gogh-covid-19
 Texto: Susana Colin Moya A fines de la década de los 70. una película marcó todo un estilo de vida entre los jóvenes tanto en la música. la vestimenta y en  la forma de bailar. Sandra Gaytán dice que tenía 14 años cuando acudió al cine Venustiano Carranz,Así se vivió la época disco en el Distrito Federal,https://www.eluniversal.com.mx/opinion/mochilazo-en-el-tiempo/asi-se-vivio-la-epoca-disco-en-el-distrito-federal
 La actriz Eiza González está pasando la cuarentena en su casa de Los Ángeles. California. A través de Instagram Stories dio cuenta de ellos con múltiples selfies.  En una de ellas lució su esbelta figura ataviada con un bikini animal print y un crop top ,Titulo Vacio,https://www.viveusa.mx/showbiz/eiza-gonzalez-presume-silueta-en-bikini-durante-la-cuarentena
 La Oficina de Aduanas y Protección Fronteriza (CBP) tramita los permisos de estancia para extranjeros que lleguen a Estados Unidos con fines turísticos. a través de la Forma I-94.  Los viajeros que llegan al país en embarcaciones o vuelos comerciales rea,Titulo Vacio,https://www.viveusa.mx/educacion/10-dudas-resueltas-sobre-el-permiso-i-94-de-estancia-en-eu
 Ginebra.- Los casos globales de Covid-19 ascienden a 1.52 millones. después de que se registraran más de 90 mil nuevos contagios en las últimas 24 horas. según las estadísticas de la Organización Mundial de la Salud (OMS). Los fallecidos por la enfermeda,El mundo supera millón y medio de casos y las 90 mil muertes por coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-10-de-abril-el-mundo-supera-millon-y-medio-de-casos-y-las-90-mil-muertes
 El presidente Andrés Manuel López Obrador adelantó que el lunes dirigirá un mensaje a la nación donde dará un balance general sobre la situación del Covid-19 en el país e informará cuáles son las medidas que siguen. y pidió a los dueños de medios de comu,AMLO dará mensaje a la nación el lunes sobre balance de Covid-19,https://www.eluniversal.com.mx/nacion/mananera-amlo-dara-mensaje-la-nacion-sobre-balance-de-covid-19
 Esta cuarentena ha hecho que nuestro hogar se convierta en un centro fitness. cultural y de recreación.   Para esta Semana Santa (ya sabemos que no son vacaciones normales) te proponemos otras actividades para sobrevivir a la cuarentena. Casa del Lago Vi,Carmina Burana y películas desde tu ventana: qué hacer en cuarentena,https://www.eluniversal.com.mx/destinos/clases-de-baile-y-peliculas-desde-tu-ventana-que-hacer-en-casa
Cuatro personas fueron acribilladas la noche de este jueves en calles de la colonia Loma Bonita. en el municipio de Ixtapaluca. Estado de México. Hacia las 20:00 horas. los tripulantes de un vehículo Seat color azul placas NJG6946 fueron atacados con arma,Titulo Vacio,https://www.elgrafico.mx/la-roja/noche-de-expiacion-en-edomex-matan-cuatro-de-60-balazos-con-armas-largas
 Durante su conferencia de prensa en Palacio Nacional. el presidente Andrés Manuel López Obrador recordó que hoy se conmemora la muerte Cristo y el aniversario luctuoso del general Emiliano Zapata.    Hoy es un día especial. de guardar. para los cristiano,AMLO recuerda en la mañanera la muerte de Cristo y la del general Zapata,https://www.eluniversal.com.mx/nacion/la-mananera-amlo-recuerda-la-muerte-de-cristo-y-la-de-emiliano-zapata
